"Url","Name","ItemCount","Status"
"/sites/msteams-E/Shared Documents/E/Visby","Visby","2"
"/sites/msteams-E/Shared Documents/E/Drake Circus","Drake Circus","6"
"/sites/msteams-E/Shared Documents/E/Paddy Power","Paddy Power","1"
"/sites/msteams-E/Shared Documents/E/Gloucester Quays","Gloucester Quays","6"
"/sites/msteams-E/Shared Documents/E/Golden Square","Golden Square","6"
"/sites/msteams-E/Shared Documents/E/Boots","Boots","6"
"/sites/msteams-E/Shared Documents/E/Unibail-Rodamco","Unibail-Rodamco","3"
"/sites/msteams-E/Shared Documents/E/Lowry Outlet","Lowry Outlet","6"
"/sites/msteams-E/Shared Documents/E/E","E","180"
"/sites/msteams-E/Shared Documents/E/Customate LTD","Customate LTD","1"
"/sites/msteams-E/Shared Documents/E/Abbey Centre","Abbey Centre","6"
"/sites/msteams-E/Shared Documents/E/Mylly (Finland)","Mylly (Finland)","2"
"/sites/msteams-E/Shared Documents/E/West End (Scotland)","West End (Scotland)","2"
"/sites/msteams-E/Shared Documents/E/Swirl","Swirl","2"
"/sites/msteams-E/Shared Documents/E/Marlowes","Marlowes","6"
"/sites/msteams-E/Shared Documents/E/Victoria Square","Victoria Square","6"
"/sites/msteams-E/Shared Documents/E/Liverpool FC","Liverpool FC","6"
"/sites/msteams-E/Shared Documents/E/Trollh?ttan Centrum AB","Trollh?ttan Centrum AB","2"
"/sites/msteams-U/Shared Documents/U/Client 1","Client 1","2"
"/sites/CFRP-A/Shared Documents/A/EML Branding - templates and backgrounds","EML Branding - templates and backgrounds","5"
"/sites/CFRP-A/Shared Documents/A/Registers","Registers","3"
"/sites/CFRP-A/Shared Documents/A/Government Authorities and Regulators","Government Authorities and Regulators","3"
"/sites/CFRP-A/Shared Documents/A/Issuing Banks","Issuing Banks","1"
"/sites/CFRP-A/Shared Documents/A/Forms, Templates and Guides","Forms, Templates and Guides","15"
"/sites/CFRP-A/Shared Documents/A/Marketing and Disclaimer Guides","Marketing and Disclaimer Guides","7"
"/sites/CFRP-A/Shared Documents/A/Board Reporting","Board Reporting","4"
"/sites/CFRP-A/Shared Documents/A/Staff Folders","Staff Folders","0"
"/sites/CFRP-A/Shared Documents/A/Cardholder Complaints","Cardholder Complaints","6"
"/sites/CFRP-A/Shared Documents/A/AML CTF","AML CTF","13"
"/sites/CFRP-A/Shared Documents/A/FBT Card Documentation","FBT Card Documentation","5"
"/sites/CFRP-A/Shared Documents/A/2 Templates","2 Templates","3"
"/sites/CFRP-A/Shared Documents/A/Memos and Advice","Memos and Advice","3"
"/sites/CFRP-A/Shared Documents/A/AFSL Compliance","AFSL Compliance","5"
"/sites/CFRP-A/Shared Documents/A/Staff Training","Staff Training","6"
"/sites/CFRP-A/Shared Documents/A/Compliance","Compliance","45"
"/sites/CFRP-A/Shared Documents/A/PBI KYB","PBI KYB","1"
"/sites/CFRP-A/Shared Documents/A/Clients","Clients","45"
"/sites/CFRP-A/Shared Documents/A/KYC","KYC","2"
"/sites/CFRP-A/Shared Documents/A/Legislation and Regulatory Guides","Legislation and Regulatory Guides","17"
"/sites/CFRP-A/Shared Documents/A/4 AML-CTF Monitoring","4 AML-CTF Monitoring","5"
"/sites/CFRP-A/Shared Documents/A/Operational Risk","Operational Risk","11"
"/sites/CFRP-A/Shared Documents/A/5 SQL Library","5 SQL Library","2"
"/sites/CFRP-A/Shared Documents/A/7 Fraud Loss Tracker","7 Fraud Loss Tracker","1"
"/sites/CFRP-A/Shared Documents/A/6 Emails","6 Emails","2"
"/sites/CFRP-A/Shared Documents/A/Magpie","Magpie","1"
"/sites/CFRP-A/Shared Documents/A/Pays Material","Pays Material","12"
"/sites/CFRP-A/Shared Documents/A/1 Resource Library","1 Resource Library","6"
"/sites/CFRP-A/Shared Documents/A/Document Templates","Document Templates","4"
"/sites/CFRP-A/Shared Documents/A/3 Fraud Monitoring","3 Fraud Monitoring","4"
"/sites/CFRP-A/Shared Documents/A/Mastercard","Mastercard","8"
"/sites/CFRP-A/Shared Documents/A/Schemes","Schemes","2"
"/sites/CFRP-A/Shared Documents/A/Due Dilligence & Risk Assesment","Due Dilligence & Risk Assesment","15"
"/sites/CFRP-A/Shared Documents/A/Compliance Policies and Procedures","Compliance Policies and Procedures","6"
"/sites/CFRP-E/Shared Documents/E/Client Contacts","Client Contacts","1"
"/sites/CFRP-E/Shared Documents/E/Products","Products","5"
"/sites/CFRP-E/Shared Documents/E/AML Policy Suite 2019","AML Policy Suite 2019","2"
"/sites/CFRP-E/Shared Documents/E/AML Training Folder","AML Training Folder","3"
"/sites/CFRP-E/Shared Documents/E/Ireland","Ireland","1"
"/sites/CFRP-E/Shared Documents/E/UAE","UAE","0"
"/sites/CFRP-E/Shared Documents/E/Poland","Poland","0"
"/sites/CFRP-E/Shared Documents/E/AML STR Reports","AML STR Reports","6"
"/sites/CFRP-E/Shared Documents/E/Guides","Guides","8"
"/sites/CFRP-E/Shared Documents/E/Complaints","Complaints","2"
"/sites/CFRP-E/Shared Documents/E/Compliance","Compliance","1"
"/sites/CFRP-E/Shared Documents/E/EML - GDPR Contract Clauses","EML - GDPR Contract Clauses","8"
"/sites/CFRP-E/Shared Documents/E/Legal, Regulatory & Compliance (EML EUR)","Legal, Regulatory & Compliance (EML EUR)","20"
"/sites/CFRP-E/Shared Documents/E/AML CTF Training Modules","AML CTF Training Modules","2"
"/sites/CFRP-E/Shared Documents/E/UK","UK","1"
"/sites/CFRP-E/Shared Documents/E/Templates","Templates","4"
"/sites/CFRP-E/Shared Documents/E/Remote Working (EML EU)","Remote Working (EML EU)","68"
"/sites/CFRP-E/Shared Documents/E/GDPR - Shoosmiths Docs","GDPR - Shoosmiths Docs","7"
"/sites/CFRP-G/Shared Documents/G/1 Board Papers","1 Board Papers","4"
"/sites/CFRP-G/Shared Documents/G/2 Acquistion Assessments","2 Acquistion Assessments","1"
"/sites/CFRP-U/Shared Documents/U/2 Policies and Procedures","2 Policies and Procedures","4"
"/sites/CFRP-U/Shared Documents/U/3 PVP","3 PVP","2"
"/sites/CFRP-U/Shared Documents/U/1 Audits","1 Audits","5"
"/sites/CFRP-U/Shared Documents/U/4 Risk","4 Risk","2"
"/sites/CP-A/Shared Documents/A/Nimble","Nimble","2"
"/sites/CP-A/Shared Documents/A/Ladbrokes","Ladbrokes","2"
"/sites/CP-A/Shared Documents/A/Why Leave Town","Why Leave Town","2"
"/sites/CP-A/Shared Documents/A/Coinjar","Coinjar","2"
"/sites/CP-A/Shared Documents/A/MoneyMe","MoneyMe","2"
"/sites/CP-A/Shared Documents/A/Incremental Marketing","Incremental Marketing","2"
"/sites/CP-A/Shared Documents/A/Cabcharge","Cabcharge","2"
"/sites/CP-A/Shared Documents/A/QPay","QPay","2"
"/sites/CP-A/Shared Documents/A/iGO Direct","iGO Direct","2"
"/sites/CP-A/Shared Documents/A/Accesspay","Accesspay","2"
"/sites/CP-A/Shared Documents/A/Extend","Extend","2"
"/sites/CP-A/Shared Documents/A/Client 1","Client 1","2"
"/sites/CP-A/Shared Documents/A/PlayUp","PlayUp","2"
"/sites/CP-A/Shared Documents/A/bet365","bet365","2"
"/sites/CP-A/Shared Documents/A/The Card Network","The Card Network","2"
"/sites/CP-A/Shared Documents/A/Vault Payment Solutions","Vault Payment Solutions","2"
"/sites/CP-A/Shared Documents/A/Zip Money","Zip Money","2"
"/sites/CP-A/Shared Documents/A/The Star Entertainment Group","The Star Entertainment Group","2"
"/sites/CP-A/Shared Documents/A/Grassroots (Connectnow)","Grassroots (Connectnow)","2"
"/sites/CP-A/Shared Documents/A/Sarina Russo Corporate Program","Sarina Russo Corporate Program","2"
"/sites/CP-A/Shared Documents/A/Cabcharge Spotto Cash Card","Cabcharge Spotto Cash Card","2"
"/sites/CP-A/Shared Documents/A/Macquarie (MRB)","Macquarie (MRB)","2"
"/sites/CP-A/Shared Documents/A/myCryptoWallet","myCryptoWallet","2"
"/sites/CP-A/Shared Documents/A/Paywise","Paywise","2"
"/sites/CP-A/Shared Documents/A/Epay (VPAY & MyGift2U)","Epay (VPAY & MyGift2U)","2"
"/sites/CP-A/Shared Documents/A/Eziway","Eziway","2"
"/sites/CP-A/Shared Documents/A/QLD Govt - Dept of Communities","QLD Govt - Dept of Communities","2"
"/sites/CP-A/Shared Documents/A/McMillan Shakespeare (Maxxia & Remserv)","McMillan Shakespeare (Maxxia & Remserv)","2"
"/sites/CP-A/Shared Documents/A/Lockton","Lockton","2"
"/sites/CP-A/Shared Documents/A/Zinc","Zinc","2"
"/sites/CP-A/Shared Documents/A/Cafe Sydney","Cafe Sydney","2"
"/sites/CP-A/Shared Documents/A/The Restaurant Choice","The Restaurant Choice","2"
"/sites/CP-A/Shared Documents/A/Edge","Edge","2"
"/sites/CP-A/Shared Documents/A/Neds","Neds","2"
"/sites/CP-A/Shared Documents/A/Betstar","Betstar","2"
"/sites/CP-A/Shared Documents/A/Casual Dining","Casual Dining","2"
"/sites/CP-A/Shared Documents/A/The Salvation Army","The Salvation Army","2"
"/sites/CP-A/Shared Documents/A/The Movie Card","The Movie Card","2"
"/sites/CP-A/Shared Documents/A/Ingogo","Ingogo","2"
"/sites/CP-A/Shared Documents/A/Cache","Cache","2"
"/sites/CP-A/Shared Documents/A/WildCard","WildCard","2"
"/sites/CP-A/Shared Documents/A/Sportsbet","Sportsbet","2"
"/sites/CP-A/Shared Documents/A/TopSport","TopSport","2"
"/sites/CP-A/Shared Documents/A/Make A Wish","Make A Wish","2"
"/sites/CP-A/Shared Documents/A/Sendgold","Sendgold","7"
"/sites/CP-A/Shared Documents/A/NSW Health","NSW Health","2"
"/sites/CP-A/Shared Documents/A/BTC.com.au","BTC.com.au","2"
"/sites/CP-A/Shared Documents/A/Dioceses of Rockhampton","Dioceses of Rockhampton","2"
"/sites/CP-A/Shared Documents/A/Acquire One (A1)","Acquire One (A1)","2"
"/sites/CP-A/Shared Documents/A/DiviPay","DiviPay","2"
"/sites/CP-A/Shared Documents/A/Frank Green","Frank Green","2"
"/sites/CP-A/Shared Documents/A/BetEasy","BetEasy","2"
"/sites/CP-A/Shared Documents/A/ACT Government","ACT Government","2"
"/sites/CP-A/Shared Documents/A/NT Govt (NAB)","NT Govt (NAB)","2"
"/sites/CP-A/Shared Documents/A/The Ville","The Ville","2"
"/sites/CP-E/Shared Documents/E/R8","R8","6"
"/sites/CP-E/Shared Documents/E/Allgo","Allgo","2"
"/sites/CP-E/Shared Documents/E/Presend","Presend","5"
"/sites/CP-E/Shared Documents/E/Elite Hotels","Elite Hotels","3"
"/sites/CP-E/Shared Documents/E/Paygoo","Paygoo","7"
"/sites/CP-E/Shared Documents/E/V?xj? City","V?xj? City","0"
"/sites/CP-E/Shared Documents/E/Mylly (Finland)","Mylly (Finland)","2"
"/sites/CP-E/Shared Documents/E/Westland","Westland","0"
"/sites/CP-E/Shared Documents/E/Touchwood","Touchwood","0"
"/sites/CP-E/Shared Documents/E/3i4im","3i4im","9"
"/sites/CP-E/Shared Documents/E/T?cksfors Shoppingcenter FF","T?cksfors Shoppingcenter FF","0"
"/sites/CP-E/Shared Documents/E/Cushman & Wakefield","Cushman & Wakefield","19"
"/sites/CP-E/Shared Documents/E/Waasland","Waasland","0"
"/sites/CP-E/Shared Documents/E/Scotch Hall","Scotch Hall","0"
"/sites/CP-E/Shared Documents/E/?rnsk?ldsvik","?rnsk?ldsvik","0"
"/sites/CP-E/Shared Documents/E/Gloucester Quays","Gloucester Quays","6"
"/sites/CP-E/Shared Documents/E/CastleCourt","CastleCourt","2"
"/sites/CP-E/Shared Documents/E/Gentalia","Gentalia","6"
"/sites/CP-E/Shared Documents/E/Enk?ping Centrumsamverkan","Enk?ping Centrumsamverkan","2"
"/sites/CP-E/Shared Documents/E/EML Bubbles","EML Bubbles","1"
"/sites/CP-E/Shared Documents/E/TBS Europe","TBS Europe","0"
"/sites/CP-E/Shared Documents/E/Kramfors handel","Kramfors handel","2"
"/sites/CP-E/Shared Documents/E/Supersport","Supersport","0"
"/sites/CP-E/Shared Documents/E/Kv Caroli","Kv Caroli","2"
"/sites/CP-E/Shared Documents/E/V?stervik Fram?t","V?stervik Fram?t","0"
"/sites/CP-E/Shared Documents/E/McArthur Glen","McArthur Glen","2"
"/sites/CP-E/Shared Documents/E/ScalaPay","ScalaPay","0"
"/sites/CP-E/Shared Documents/E/Sello (Finland)","Sello (Finland)","0"
"/sites/CP-E/Shared Documents/E/Neinver","Neinver","7"
"/sites/CP-E/Shared Documents/E/Microlog - Steen Str?m Norge","Microlog - Steen Str?m Norge","1"
"/sites/CP-E/Shared Documents/E/Mulga Ryo Shopping","Mulga Ryo Shopping","2"
"/sites/CP-E/Shared Documents/E/Etsy","Etsy","6"
"/sites/CP-E/Shared Documents/E/Intu","Intu","2"
"/sites/CP-E/Shared Documents/E/AireSur","AireSur","7"
"/sites/CP-E/Shared Documents/E/Wijnegem","Wijnegem","1"
"/sites/CP-E/Shared Documents/E/Oskarshamn City","Oskarshamn City","3"
"/sites/CP-E/Shared Documents/E/Alegro","Alegro","8"
"/sites/CP-E/Shared Documents/E/Leicester","Leicester","4"
"/sites/CP-E/Shared Documents/E/PTA","PTA","2"
"/sites/CP-E/Shared Documents/E/Trollh?ttan Centrum AB","Trollh?ttan Centrum AB","0"
"/sites/CP-E/Shared Documents/E/Sala - F?retagscentrum i Sala ek f?r","Sala - F?retagscentrum i Sala ek f?r","0"
"/sites/CP-E/Shared Documents/E/REALM","REALM","6"
"/sites/CP-E/Shared Documents/E/Uddevalla","Uddevalla","0"
"/sites/CP-E/Shared Documents/E/Sheffield","Sheffield","0"
"/sites/CP-E/Shared Documents/E/Fortuna","Fortuna","6"
"/sites/CP-E/Shared Documents/E/Stockholm INFO","Stockholm INFO","0"
"/sites/CP-E/Shared Documents/E/Boots","Boots","6"
"/sites/CP-E/Shared Documents/E/Coinjar","Coinjar","2"
"/sites/CP-E/Shared Documents/E/Perx","Perx","1"
"/sites/CP-E/Shared Documents/E/2017","2017","3"
"/sites/CP-E/Shared Documents/E/St Albans","St Albans","0"
"/sites/CP-E/Shared Documents/E/Trelleborg","Trelleborg","0"
"/sites/CP-E/Shared Documents/E/Regent Street","Regent Street","6"
"/sites/CP-E/Shared Documents/E/Golden Square","Golden Square","6"
"/sites/CP-E/Shared Documents/E/City 2","City 2","7"
"/sites/CP-E/Shared Documents/E/Client 1","Client 1","2"
"/sites/CP-E/Shared Documents/E/Klepierre - Iberia","Klepierre - Iberia","7"
"/sites/CP-E/Shared Documents/E/Vimpeln (Alings?s)","Vimpeln (Alings?s)","0"
"/sites/CP-E/Shared Documents/E/Betsson","Betsson","12"
"/sites/CP-E/Shared Documents/E/Salisbury","Salisbury","0"
"/sites/CP-E/Shared Documents/E/2020","2020","1"
"/sites/CP-E/Shared Documents/E/West End (Scotland)","West End (Scotland)","0"
"/sites/CP-E/Shared Documents/E/Swirl","Swirl","0"
"/sites/CP-E/Shared Documents/E/K?ping","K?ping","2"
"/sites/CP-E/Shared Documents/E/Jigsaw","Jigsaw","8"
"/sites/CP-E/Shared Documents/E/2019","2019","2"
"/sites/CP-E/Shared Documents/E/Blackhawk_Didix","Blackhawk_Didix","9"
"/sites/CP-E/Shared Documents/E/Salto Eiendom (NO)","Salto Eiendom (NO)","0"
"/sites/CP-E/Shared Documents/E/BINs and Issuers","BINs and Issuers","6"
"/sites/CP-E/Shared Documents/E/T1 Mall of Tallinn (Estonia)","T1 Mall of Tallinn (Estonia)","0"
"/sites/CP-E/Shared Documents/E/Tripla (Finland)","Tripla (Finland)","0"
"/sites/CP-E/Shared Documents/E/Frank Green","Frank Green","8"
"/sites/CP-E/Shared Documents/E/Saluhallen Slakteriet  i V?stmanland AB","Saluhallen Slakteriet  i V?stmanland AB","0"
"/sites/CP-E/Shared Documents/E/Klepierre - Germany","Klepierre - Germany","6"
"/sites/CP-E/Shared Documents/E/Landsec","Landsec","2"
"/sites/CP-E/Shared Documents/E/Bet365","Bet365","2"
"/sites/CP-E/Shared Documents/E/Sundsvall - KB Lyckan (DI?S)","Sundsvall - KB Lyckan (DI?S)","0"
"/sites/CP-E/Shared Documents/E/Eden Centre","Eden Centre","6"
"/sites/CP-E/Shared Documents/E/Team Docs","Team Docs","1"
"/sites/CP-E/Shared Documents/E/Wolverhampton","Wolverhampton","0"
"/sites/CP-E/Shared Documents/E/SKS","SKS","0"
"/sites/CP-E/Shared Documents/E/Shawlands","Shawlands","0"
"/sites/CP-E/Shared Documents/E/Norrt?lje Handelsstad ek.f?r","Norrt?lje Handelsstad ek.f?r","2"
"/sites/CP-E/Shared Documents/E/Churchill Square","Churchill Square","6"
"/sites/CP-E/Shared Documents/E/Strabane","Strabane","0"
"/sites/CP-E/Shared Documents/E/Ulricehamn","Ulricehamn","0"
"/sites/CP-E/Shared Documents/E/Edge (now Opia)","Edge (now Opia)","6"
"/sites/CP-E/Shared Documents/E/Gallerian AMF","Gallerian AMF","2"
"/sites/CP-E/Shared Documents/E/GVC","GVC","10"
"/sites/CP-E/Shared Documents/E/?stersund Destination (fd ?stersund Handel)","?stersund Destination (fd ?stersund Handel)","0"
"/sites/CP-E/Shared Documents/E/Touchwood Shopping Centre","Touchwood Shopping Centre","3"
"/sites/CP-E/Shared Documents/E/Athlone","Athlone","6"
"/sites/CP-E/Shared Documents/E/Torsby Alltid Tillsammans","Torsby Alltid Tillsammans","0"
"/sites/CP-E/Shared Documents/E/Roomex","Roomex","1"
"/sites/CP-E/Shared Documents/E/Ljusdal","Ljusdal","2"
"/sites/CP-E/Shared Documents/E/Helloyalty","Helloyalty","2"
"/sites/CP-E/Shared Documents/E/The Gyle","The Gyle","0"
"/sites/CP-E/Shared Documents/E/Enniskillen","Enniskillen","2"
"/sites/CP-E/Shared Documents/E/Causeway Coast and Glens","Causeway Coast and Glens","2"
"/sites/CP-E/Shared Documents/E/S?dert?lje Centrumf?rening","S?dert?lje Centrumf?rening","0"
"/sites/CP-E/Shared Documents/E/Elfin Market","Elfin Market","8"
"/sites/CP-E/Shared Documents/E/Marlowes","Marlowes","6"
"/sites/CP-E/Shared Documents/E/The Big Heart of Merthyr Tydfil","The Big Heart of Merthyr Tydfil","0"
"/sites/CP-E/Shared Documents/E/Unibail Rodamco Westfield","Unibail Rodamco Westfield","0"
"/sites/CP-E/Shared Documents/E/S?ffle","S?ffle","0"
"/sites/CP-E/Shared Documents/E/St Enoch","St Enoch","0"
"/sites/CP-E/Shared Documents/E/Groupon","Groupon","2"
"/sites/CP-E/Shared Documents/E/Lunds Citysamverkan","Lunds Citysamverkan","3"
"/sites/CP-E/Shared Documents/E/Port 73 (Atrium Ljungberg Port 73)","Port 73 (Atrium Ljungberg Port 73)","3"
"/sites/CP-E/Shared Documents/E/V?rnamo","V?rnamo","0"
"/sites/CP-E/Shared Documents/E/Whyser","Whyser","2"
"/sites/CP-E/Shared Documents/E/2018","2018","2"
"/sites/CP-E/Shared Documents/E/Abbey Centre","Abbey Centre","6"
"/sites/CP-E/Shared Documents/E/Visit Lule?","Visit Lule?","0"
"/sites/CP-E/Shared Documents/E/The Liberty","The Liberty","0"
"/sites/CP-E/Shared Documents/E/Carmila Cit? Europe (France)","Carmila Cit? Europe (France)","2"
"/sites/CP-E/Shared Documents/E/Redeem - Three","Redeem - Three","2"
"/sites/CP-E/Shared Documents/E/Liverpool FC","Liverpool FC","6"
"/sites/CP-E/Shared Documents/E/Via Outlets","Via Outlets","0"
"/sites/CP-E/Shared Documents/E/Instabank","Instabank","7"
"/sites/CP-E/Shared Documents/E/Oslo Fashion Outlet (Vestby C)","Oslo Fashion Outlet (Vestby C)","1"
"/sites/CP-E/Shared Documents/E/Meadowhall","Meadowhall","2"
"/sites/CP-E/Shared Documents/E/Hammerson","Hammerson","8"
"/sites/CP-E/Shared Documents/E/Bubbles Incentive","Bubbles Incentive","2"
"/sites/CP-E/Shared Documents/E/TwentyOne","TwentyOne","0"
"/sites/CP-E/Shared Documents/E/Bitcard","Bitcard","7"
"/sites/CP-E/Shared Documents/E/EML Training Cards","EML Training Cards","1"
"/sites/CP-E/Shared Documents/E/Elgin","Elgin","2"
"/sites/CP-E/Shared Documents/E/Link?ping City","Link?ping City","3"
"/sites/CP-E/Shared Documents/E/Veturi (Finland)","Veturi (Finland)","0"
"/sites/CP-E/Shared Documents/E/ECE","ECE","2"
"/sites/CP-E/Shared Documents/E/Presend Intern","Presend Intern","12"
"/sites/CP-E/Shared Documents/E/Paddy Power","Paddy Power","1"
"/sites/CP-E/Shared Documents/E/EML Summer 2020","EML Summer 2020","49"
"/sites/CP-E/Shared Documents/E/Redbrick Mill","Redbrick Mill","6"
"/sites/CP-E/Shared Documents/E/Ludvika","Ludvika","2"
"/sites/CP-E/Shared Documents/E/Lowry Outlet","Lowry Outlet","6"
"/sites/CP-E/Shared Documents/E/Stora Saluhallen G?teborg - G?teborgs Saluhall","Stora Saluhallen G?teborg - G?teborgs Saluhall","0"
"/sites/CP-E/Shared Documents/E/Tran?s","Tran?s","0"
"/sites/CP-E/Shared Documents/E/Foyleside","Foyleside","6"
"/sites/CP-E/Shared Documents/E/CleverGift","CleverGift","2"
"/sites/CP-E/Shared Documents/E/Drake Circus","Drake Circus","6"
"/sites/CP-E/Shared Documents/E/Ume?","Ume?","0"
"/sites/CP-E/Shared Documents/E/Nordby Shopping","Nordby Shopping","3"
"/sites/CP-E/Shared Documents/E/Docks Bruxel","Docks Bruxel","6"
